Hospital Name,Beds Available,Ventilators Available,ICU Available,Location Type,Emergency Department,Pediatric Care,Specialized Department,Ambulance Services,Year of Establishment
Hospital 2736,398,87,73,Urban,No,Yes,Orthopedics,No,2006
Hospital 2737,101,5,71,Rural,No,Yes,Oncology,Yes,1968
Hospital 2738,419,24,32,Urban,No,No,General,No,2023
Hospital 2739,320,88,38,Rural,No,No,Orthopedics,Yes,1973
Hospital 2740,358,16,70,Urban,No,Yes,Orthopedics,Yes,1955
Hospital 2741,121,12,91,Urban,No,Yes,Cardiology,Yes,2018
Hospital 2742,419,61,9,Urban,Yes,No,None,No,1997
Hospital 2743,363,18,11,Rural,Yes,Yes,Neurology,No,1971
Hospital 2744,331,63,48,Rural,Yes,Yes,Orthopedics,No,2002
Hospital 2745,123,62,10,Urban,No,Yes,Cardiology,No,1952
Hospital 2746,87,14,9,Rural,Yes,Yes,General,Yes,2014
Hospital 2747,165,88,71,Rural,Yes,No,General,No,2005
Hospital 2748,67,81,24,Urban,Yes,Yes,Orthopedics,Yes,1951
Hospital 2749,368,37,42,Urban,No,Yes,Cardiology,Yes,1974
Hospital 2750,432,42,55,Urban,No,No,Orthopedics,Yes,1957
Hospital 2751,296,77,65,Urban,Yes,No,Neurology,Yes,1968
Hospital 2752,462,59,29,Urban,Yes,No,None,No,1962
Hospital 2753,333,30,88,Rural,No,No,General,Yes,2003
Hospital 2754,144,6,21,Urban,No,Yes,None,Yes,1980
Hospital 2755,365,90,78,Urban,No,Yes,Oncology,No,1962
Hospital 2756,115,35,4,Rural,No,No,None,No,2001
Hospital 2757,29,70,10,Urban,No,Yes,None,No,2010
Hospital 2758,235,68,17,Urban,Yes,Yes,None,No,1999
Hospital 2759,50,57,13,Rural,No,Yes,Oncology,Yes,1991
Hospital 2760,144,48,18,Rural,No,No,Oncology,No,1960
Hospital 2761,205,30,58,Urban,No,Yes,None,Yes,1969
Hospital 2762,205,83,64,Urban,No,No,General,Yes,1972
Hospital 2763,162,16,100,Urban,Yes,No,Neurology,Yes,2011
Hospital 2764,329,12,86,Rural,No,Yes,Orthopedics,Yes,1998
Hospital 2765,309,46,64,Urban,No,No,Neurology,No,1964
Hospital 2766,71,96,90,Urban,Yes,Yes,Neurology,Yes,1981
Hospital 2767,452,92,94,Urban,No,Yes,General,No,1974
Hospital 2768,409,21,9,Rural,No,No,Orthopedics,Yes,1998
Hospital 2769,332,6,50,Urban,Yes,No,None,No,1992
Hospital 2770,331,8,80,Urban,Yes,No,Cardiology,No,1976
Hospital 2771,282,97,80,Rural,Yes,Yes,Cardiology,Yes,2016
Hospital 2772,298,67,7,Urban,No,Yes,Oncology,No,1983
Hospital 2773,399,99,55,Urban,No,Yes,Orthopedics,No,1960
Hospital 2774,194,31,25,Urban,Yes,No,None,Yes,2016
Hospital 2775,37,13,51,Rural,Yes,Yes,Oncology,Yes,2002
Hospital 2776,36,93,100,Urban,No,Yes,Neurology,Yes,1990
Hospital 2777,160,53,5,Rural,Yes,No,Oncology,No,2005
Hospital 2778,324,91,99,Urban,Yes,No,Cardiology,Yes,1980
Hospital 2779,405,18,100,Urban,Yes,Yes,None,Yes,1991
Hospital 2780,379,86,41,Urban,No,Yes,Cardiology,Yes,1973
Hospital 2781,291,6,23,Urban,Yes,No,None,No,1962
Hospital 2782,140,37,49,Rural,Yes,Yes,Oncology,No,2016
Hospital 2783,264,2,73,Urban,No,Yes,Neurology,Yes,1962
Hospital 2784,304,8,83,Urban,No,No,Orthopedics,Yes,1994
Hospital 2785,419,32,21,Rural,Yes,Yes,General,Yes,1957
Hospital 2786,258,42,23,Rural,No,Yes,Oncology,No,1970
Hospital 2787,103,27,93,Rural,No,No,Neurology,No,2009
Hospital 2788,242,29,91,Rural,No,Yes,Cardiology,Yes,2020
Hospital 2789,326,17,24,Rural,Yes,Yes,None,No,1957
Hospital 2790,302,60,50,Rural,Yes,No,Cardiology,Yes,1994
Hospital 2791,360,98,35,Rural,No,No,Orthopedics,Yes,1973
Hospital 2792,337,19,4,Urban,Yes,Yes,Cardiology,Yes,1973
Hospital 2793,288,26,26,Rural,Yes,Yes,General,No,2000
Hospital 2794,172,23,21,Rural,Yes,No,None,Yes,1993
Hospital 2795,135,36,39,Rural,No,Yes,Neurology,No,2008
Hospital 2796,385,35,90,Rural,No,No,None,Yes,2004
Hospital 2797,68,63,92,Urban,Yes,No,Cardiology,No,1992
Hospital 2798,494,24,63,Urban,Yes,No,General,Yes,1973
Hospital 2799,208,93,88,Urban,Yes,Yes,Oncology,No,1996
Hospital 2800,402,81,94,Rural,Yes,No,Oncology,No,1960
Hospital 2801,99,38,58,Rural,Yes,No,Cardiology,Yes,1985
Hospital 2802,432,51,88,Urban,Yes,Yes,Orthopedics,Yes,1962
Hospital 2803,170,29,56,Rural,No,No,Neurology,No,1956
Hospital 2804,52,93,34,Urban,No,Yes,Neurology,No,2013
Hospital 2805,104,97,76,Urban,No,Yes,None,Yes,1995
Hospital 2806,499,64,38,Rural,No,No,Cardiology,Yes,1992
Hospital 2807,425,17,16,Urban,Yes,No,Cardiology,No,1954
Hospital 2808,178,100,31,Rural,Yes,Yes,Oncology,No,1955
Hospital 2809,196,24,4,Urban,No,Yes,Oncology,Yes,1988
Hospital 2810,473,91,15,Rural,Yes,No,Cardiology,No,1978
Hospital 2811,389,47,33,Urban,No,Yes,General,Yes,1990
Hospital 2812,163,9,35,Rural,No,No,Orthopedics,No,2001
Hospital 2813,188,100,29,Urban,No,Yes,General,No,1957
Hospital 2814,67,57,72,Rural,No,No,Orthopedics,No,1971
Hospital 2815,410,96,58,Urban,No,No,General,No,1967
Hospital 2816,379,72,43,Urban,No,No,Cardiology,Yes,1976
Hospital 2817,272,46,19,Urban,Yes,No,None,Yes,2020
Hospital 2818,436,12,42,Urban,No,Yes,General,Yes,1985
Hospital 2819,480,11,84,Rural,No,Yes,Neurology,Yes,1969
Hospital 2820,169,67,10,Urban,No,Yes,General,No,2022
Hospital 2821,185,42,59,Urban,Yes,No,Orthopedics,No,2007
Hospital 2822,37,31,34,Rural,No,Yes,Neurology,Yes,2004
Hospital 2823,141,20,12,Urban,Yes,Yes,Orthopedics,No,1974
Hospital 2824,252,36,35,Rural,No,Yes,Oncology,No,1964
Hospital 2825,176,78,54,Urban,Yes,Yes,None,No,1958
Hospital 2826,194,28,100,Rural,Yes,No,Oncology,No,2022
Hospital 2827,62,41,81,Urban,No,Yes,Cardiology,Yes,2004
Hospital 2828,203,15,84,Urban,Yes,Yes,Cardiology,No,1974
Hospital 2829,403,67,70,Urban,No,No,None,No,1985
Hospital 2830,178,35,27,Rural,Yes,No,Cardiology,Yes,1958
Hospital 2831,427,21,61,Urban,Yes,No,Cardiology,No,1980
Hospital 2832,423,91,61,Urban,Yes,Yes,None,Yes,1950
Hospital 2833,417,38,87,Rural,Yes,Yes,Orthopedics,Yes,1961
Hospital 2834,146,78,17,Urban,No,No,None,Yes,2004
Hospital 2835,465,41,37,Urban,No,Yes,None,No,1971
Hospital 2836,341,64,34,Urban,No,Yes,General,No,2016
Hospital 2837,410,30,38,Urban,No,No,Oncology,No,1993
Hospital 2838,186,63,90,Urban,Yes,No,None,Yes,1962
Hospital 2839,423,10,99,Rural,No,Yes,Oncology,Yes,1952
Hospital 2840,188,50,92,Rural,Yes,Yes,None,Yes,2016
Hospital 2841,434,9,54,Urban,Yes,No,General,Yes,1957
Hospital 2842,174,29,68,Urban,No,No,Oncology,No,1985
Hospital 2843,328,63,33,Urban,No,Yes,Neurology,No,1951
Hospital 2844,343,89,91,Rural,Yes,No,General,No,1967
Hospital 2845,188,59,71,Rural,No,Yes,None,Yes,1965
Hospital 2846,215,59,22,Rural,Yes,No,Neurology,No,2011
Hospital 2847,219,93,28,Urban,No,Yes,General,Yes,2018
Hospital 2848,206,77,93,Urban,Yes,No,None,Yes,2016
Hospital 2849,144,62,85,Urban,Yes,Yes,Cardiology,No,2001
Hospital 2850,227,90,74,Rural,No,Yes,General,No,1965
Hospital 2851,20,99,22,Urban,Yes,Yes,General,Yes,1992
Hospital 2852,265,75,70,Urban,Yes,Yes,Oncology,No,2011
Hospital 2853,166,100,68,Urban,Yes,No,Orthopedics,No,1960
Hospital 2854,30,26,97,Urban,No,Yes,None,No,2011
Hospital 2855,344,30,56,Rural,Yes,Yes,Cardiology,Yes,2006
Hospital 2856,346,9,15,Rural,Yes,No,None,Yes,2022
Hospital 2857,44,95,94,Urban,Yes,Yes,Orthopedics,Yes,1972
Hospital 2858,196,75,83,Rural,Yes,No,General,No,2004
Hospital 2859,340,87,97,Urban,Yes,No,Neurology,No,1974
Hospital 2860,126,90,59,Rural,No,No,General,No,2002
Hospital 2861,484,22,57,Urban,No,Yes,General,Yes,1971
Hospital 2862,334,24,52,Urban,No,Yes,Cardiology,No,1990
Hospital 2863,185,79,0,Urban,No,Yes,Neurology,No,2012
Hospital 2864,124,87,34,Rural,No,No,Cardiology,No,1999
Hospital 2865,241,48,51,Rural,Yes,No,Cardiology,Yes,2018
Hospital 2866,83,56,14,Rural,Yes,Yes,Neurology,No,1998
Hospital 2867,411,3,14,Urban,Yes,No,None,No,2003
Hospital 2868,397,22,84,Rural,No,Yes,General,Yes,1976
Hospital 2869,144,24,69,Rural,No,No,Cardiology,No,2001
Hospital 2870,51,50,14,Rural,Yes,Yes,Orthopedics,No,1951
Hospital 2871,233,88,11,Urban,Yes,Yes,Cardiology,No,1975
Hospital 2872,218,90,96,Urban,No,Yes,Oncology,Yes,2006
Hospital 2873,136,44,100,Rural,No,Yes,General,No,1991
Hospital 2874,484,65,16,Rural,No,Yes,Orthopedics,Yes,2014
Hospital 2875,135,97,65,Rural,No,No,None,Yes,2010
Hospital 2876,175,24,93,Rural,Yes,Yes,Oncology,No,2001
Hospital 2877,205,15,96,Rural,No,Yes,General,Yes,1999
Hospital 2878,147,75,82,Rural,Yes,Yes,Cardiology,Yes,2015
Hospital 2879,32,59,52,Rural,Yes,No,None,No,2017
Hospital 2880,403,23,43,Urban,Yes,No,Oncology,No,1983
Hospital 2881,414,95,0,Rural,Yes,No,Orthopedics,Yes,2012
Hospital 2882,26,98,11,Urban,No,Yes,Oncology,Yes,1968
Hospital 2883,181,73,46,Rural,No,No,None,No,1985
Hospital 2884,60,40,37,Urban,No,No,Neurology,No,1989
Hospital 2885,67,24,82,Rural,Yes,No,None,Yes,1980
Hospital 2886,184,16,93,Rural,No,No,None,Yes,2001
Hospital 2887,48,8,33,Urban,Yes,Yes,Oncology,Yes,1950
Hospital 2888,477,53,76,Urban,No,No,Neurology,No,1985
Hospital 2889,486,98,5,Rural,No,No,Neurology,Yes,1967
Hospital 2890,323,22,94,Rural,No,No,Neurology,Yes,1958
Hospital 2891,455,18,87,Urban,No,No,Orthopedics,Yes,1979
Hospital 2892,411,36,75,Rural,No,No,None,No,1968
Hospital 2893,164,72,12,Rural,Yes,Yes,Orthopedics,No,2018
Hospital 2894,46,69,14,Urban,Yes,Yes,Cardiology,Yes,2015
Hospital 2895,280,85,55,Rural,Yes,Yes,General,Yes,1986
Hospital 2896,142,42,39,Rural,No,No,Oncology,No,2009
Hospital 2897,281,71,4,Urban,No,Yes,Cardiology,No,2003
Hospital 2898,451,21,7,Rural,Yes,Yes,Neurology,Yes,2020
Hospital 2899,309,27,15,Urban,No,No,General,No,1965
Hospital 2900,485,7,57,Rural,No,No,General,No,1999
Hospital 2901,302,95,67,Rural,Yes,No,Neurology,No,1967
Hospital 2902,323,36,44,Urban,Yes,Yes,None,Yes,2008
Hospital 2903,120,94,31,Urban,Yes,Yes,Oncology,Yes,2015
Hospital 2904,130,64,84,Urban,No,No,Orthopedics,Yes,1966
Hospital 2905,258,68,36,Urban,No,No,General,No,1966
Hospital 2906,385,10,4,Rural,No,Yes,Oncology,Yes,1955
Hospital 2907,235,4,49,Urban,Yes,Yes,General,No,2001
Hospital 2908,178,48,30,Urban,Yes,No,General,Yes,1963
Hospital 2909,408,78,12,Urban,Yes,Yes,Orthopedics,Yes,1957
Hospital 2910,292,55,23,Urban,Yes,No,Neurology,Yes,1960
Hospital 2911,302,44,73,Urban,Yes,Yes,Cardiology,No,1999
Hospital 2912,497,2,96,Urban,No,No,Neurology,Yes,1972
Hospital 2913,57,19,69,Urban,Yes,Yes,Cardiology,Yes,2010
Hospital 2914,324,68,78,Rural,No,No,Oncology,Yes,2008
Hospital 2915,145,46,27,Urban,Yes,No,Neurology,Yes,1991
Hospital 2916,70,40,3,Rural,Yes,Yes,General,Yes,1972
Hospital 2917,363,64,38,Rural,No,Yes,None,Yes,2015
Hospital 2918,167,81,93,Urban,No,Yes,Neurology,No,1960
Hospital 2919,99,68,8,Urban,No,No,Neurology,No,1971
Hospital 2920,54,37,22,Rural,No,No,Oncology,No,1954
Hospital 2921,141,85,53,Urban,No,Yes,Orthopedics,No,2010
Hospital 2922,115,40,22,Rural,No,No,General,No,2002
Hospital 2923,25,94,85,Rural,Yes,No,Cardiology,No,1961
Hospital 2924,112,24,31,Rural,Yes,Yes,Cardiology,Yes,1979
Hospital 2925,219,62,30,Urban,Yes,No,General,No,2008
Hospital 2926,428,63,12,Rural,No,No,None,No,2013
Hospital 2927,456,42,17,Urban,No,Yes,Orthopedics,No,2001
Hospital 2928,218,62,14,Urban,No,Yes,Cardiology,Yes,1987
Hospital 2929,485,28,38,Urban,No,No,None,Yes,2011
Hospital 2930,49,39,85,Urban,Yes,No,Cardiology,No,2020
Hospital 2931,350,46,78,Rural,No,No,Orthopedics,No,1996
Hospital 2932,280,18,16,Rural,No,No,None,No,1992
Hospital 2933,464,91,49,Urban,No,Yes,None,No,2011
Hospital 2934,281,8,31,Urban,Yes,Yes,Oncology,No,1978
Hospital 2935,372,95,13,Urban,Yes,No,Orthopedics,Yes,2001
Hospital 2936,284,19,22,Urban,No,No,General,Yes,2009
Hospital 2937,345,30,24,Rural,Yes,Yes,Orthopedics,Yes,2021
Hospital 2938,496,41,59,Rural,Yes,No,Cardiology,No,1956
Hospital 2939,64,0,60,Urban,Yes,Yes,Oncology,No,1957
Hospital 2940,420,51,39,Urban,No,No,Oncology,No,1955
Hospital 2941,146,84,96,Rural,No,No,Orthopedics,Yes,1979
Hospital 2942,185,5,35,Urban,Yes,Yes,General,Yes,1973
Hospital 2943,463,6,30,Urban,Yes,Yes,Neurology,No,1959
Hospital 2944,324,69,64,Rural,Yes,Yes,General,No,1963
Hospital 2945,244,95,92,Urban,No,Yes,Cardiology,No,2000
Hospital 2946,411,90,62,Urban,No,No,General,Yes,2019
Hospital 2947,444,57,34,Rural,No,No,Orthopedics,No,1990
Hospital 2948,451,24,79,Rural,Yes,No,General,Yes,2011
Hospital 2949,339,78,24,Urban,Yes,Yes,Oncology,No,1990
Hospital 2950,383,0,86,Rural,Yes,No,Cardiology,No,1954
Hospital 2951,122,94,69,Urban,Yes,No,General,No,2004
Hospital 2952,212,51,18,Rural,Yes,No,None,Yes,2016
Hospital 2953,438,19,42,Urban,No,No,Cardiology,Yes,1984
Hospital 2954,342,47,44,Urban,Yes,No,Cardiology,No,1994
Hospital 2955,65,37,94,Rural,No,No,General,No,2013
Hospital 2956,378,9,25,Rural,Yes,No,Orthopedics,No,2022
Hospital 2957,380,14,50,Rural,Yes,No,General,No,2017
Hospital 2958,363,63,61,Rural,No,No,Cardiology,No,1991
Hospital 2959,61,28,57,Urban,No,Yes,Oncology,Yes,2002
Hospital 2960,411,85,60,Rural,Yes,No,Orthopedics,Yes,1968
Hospital 2961,129,54,53,Rural,No,No,General,Yes,2006
Hospital 2962,78,29,54,Rural,Yes,No,Cardiology,Yes,1981
Hospital 2963,408,10,28,Urban,Yes,Yes,None,No,2006
Hospital 2964,316,49,6,Urban,Yes,No,Cardiology,No,1956
Hospital 2965,316,40,29,Rural,No,No,Neurology,No,1955
Hospital 2966,111,71,54,Urban,Yes,Yes,General,Yes,2023
Hospital 2967,373,10,61,Urban,No,No,Cardiology,Yes,1998
Hospital 2968,282,18,46,Rural,No,No,Orthopedics,Yes,1987
Hospital 2969,217,79,2,Rural,No,Yes,Orthopedics,Yes,1951
Hospital 2970,292,92,70,Rural,Yes,No,None,Yes,2003
Hospital 2971,340,47,79,Urban,No,No,Orthopedics,Yes,1965
Hospital 2972,47,21,50,Rural,Yes,No,Orthopedics,No,1970
Hospital 2973,380,61,63,Rural,Yes,No,General,Yes,2010
Hospital 2974,294,47,82,Rural,Yes,No,None,No,1998
Hospital 2975,137,90,0,Urban,No,No,Orthopedics,No,2022
Hospital 2976,217,46,84,Urban,Yes,Yes,General,No,1953
Hospital 2977,68,75,24,Rural,No,No,Neurology,Yes,2003
Hospital 2978,49,58,83,Urban,No,No,Orthopedics,No,1965
Hospital 2979,54,95,29,Rural,Yes,Yes,Neurology,Yes,2018
Hospital 2980,490,86,60,Urban,No,No,Cardiology,No,1969
Hospital 2981,398,35,20,Rural,No,Yes,Neurology,Yes,2005
Hospital 2982,269,16,55,Urban,No,No,Neurology,No,2003
Hospital 2983,265,21,19,Rural,Yes,Yes,None,Yes,2001
Hospital 2984,487,73,85,Rural,Yes,No,Oncology,Yes,1995
Hospital 2985,416,49,56,Rural,Yes,No,Cardiology,Yes,1974
Hospital 2986,363,58,10,Rural,No,Yes,Neurology,No,2015
Hospital 2987,311,19,40,Rural,Yes,No,Orthopedics,Yes,1983
Hospital 2988,258,39,76,Rural,Yes,No,General,Yes,2016
Hospital 2989,489,43,15,Rural,Yes,No,Neurology,Yes,2003
Hospital 2990,103,61,50,Urban,No,No,General,Yes,2004
Hospital 2991,257,14,4,Rural,Yes,No,Orthopedics,No,1964
Hospital 2992,180,30,13,Urban,Yes,No,Orthopedics,No,1960
Hospital 2993,158,40,18,Urban,No,No,Cardiology,No,1983
Hospital 2994,94,51,71,Rural,Yes,Yes,Orthopedics,No,1970
Hospital 2995,166,94,48,Urban,Yes,No,None,No,1968
Hospital 2996,391,32,32,Rural,Yes,No,Neurology,No,2006
Hospital 2997,126,48,90,Rural,No,No,Oncology,Yes,1957
Hospital 2998,410,86,9,Urban,Yes,Yes,Cardiology,Yes,2015
Hospital 2999,37,54,69,Rural,No,No,Orthopedics,Yes,2003
Hospital 3000,109,19,76,Rural,No,Yes,Oncology,Yes,1991
Hospital 3001,190,23,39,Rural,No,No,Orthopedics,No,1991
Hospital 3002,236,34,87,Urban,No,No,Orthopedics,No,1991
Hospital 3003,50,35,8,Urban,Yes,No,Neurology,Yes,2010
Hospital 3004,478,21,9,Urban,No,Yes,Cardiology,Yes,1971
Hospital 3005,309,59,31,Rural,No,Yes,None,Yes,1991
Hospital 3006,373,50,66,Urban,Yes,No,General,No,2005
Hospital 3007,367,94,80,Urban,Yes,No,Orthopedics,Yes,2005
Hospital 3008,150,60,42,Urban,Yes,Yes,None,No,1994
Hospital 3009,72,30,59,Urban,No,Yes,None,Yes,2018
Hospital 3010,293,93,69,Urban,Yes,Yes,None,Yes,1964
Hospital 3011,362,49,72,Urban,No,Yes,Oncology,Yes,1966
Hospital 3012,449,40,83,Rural,Yes,No,Cardiology,No,1992
Hospital 3013,429,14,80,Rural,No,No,Oncology,No,1992
Hospital 3014,306,86,21,Urban,No,No,Orthopedics,Yes,1953
Hospital 3015,123,100,91,Rural,No,No,Oncology,No,1999
Hospital 3016,201,72,30,Rural,No,Yes,General,No,1986
Hospital 3017,312,76,80,Urban,Yes,Yes,Cardiology,No,2013
Hospital 3018,235,99,71,Rural,No,No,Oncology,Yes,1995
Hospital 3019,219,54,62,Rural,No,No,None,Yes,2004
Hospital 3020,126,32,93,Urban,Yes,Yes,Orthopedics,Yes,2006
Hospital 3021,258,43,7,Urban,No,No,Oncology,Yes,2020
Hospital 3022,329,20,27,Rural,No,Yes,Oncology,No,2023
Hospital 3023,54,11,48,Rural,Yes,No,Cardiology,No,1985
Hospital 3024,358,58,7,Rural,No,Yes,Orthopedics,Yes,2002
Hospital 3025,485,70,14,Urban,No,Yes,Cardiology,Yes,2000
Hospital 3026,434,6,86,Rural,Yes,Yes,Orthopedics,Yes,1957
Hospital 3027,242,37,38,Rural,No,Yes,Neurology,No,1984
Hospital 3028,284,65,92,Rural,Yes,Yes,Cardiology,Yes,1969
Hospital 3029,334,32,2,Urban,Yes,No,Oncology,Yes,1955
Hospital 3030,161,77,0,Rural,No,Yes,Neurology,No,1978
Hospital 3031,312,99,75,Rural,No,No,Cardiology,Yes,2023
Hospital 3032,363,14,94,Rural,No,Yes,None,No,1985
Hospital 3033,365,18,71,Urban,No,No,None,Yes,1988
Hospital 3034,265,67,47,Rural,Yes,No,Orthopedics,No,2009
Hospital 3035,243,44,4,Rural,No,Yes,Cardiology,Yes,1967
Hospital 3036,269,96,9,Urban,Yes,No,Oncology,Yes,2015
Hospital 3037,87,0,39,Rural,No,Yes,Oncology,No,2010
Hospital 3038,387,76,8,Urban,Yes,Yes,Orthopedics,Yes,1964
Hospital 3039,309,81,42,Rural,No,No,Neurology,Yes,1968
Hospital 3040,109,14,75,Rural,No,Yes,Neurology,Yes,1987
Hospital 3041,107,43,11,Urban,No,Yes,Orthopedics,No,1962
Hospital 3042,426,39,74,Rural,Yes,Yes,None,Yes,1981
Hospital 3043,431,0,3,Rural,No,Yes,Oncology,No,2000
Hospital 3044,27,20,97,Rural,No,No,Orthopedics,Yes,1992
Hospital 3045,67,82,62,Rural,Yes,No,Cardiology,Yes,2022
Hospital 3046,489,93,28,Urban,Yes,Yes,Orthopedics,No,1988
Hospital 3047,382,46,41,Rural,Yes,Yes,Oncology,Yes,1990
Hospital 3048,452,12,98,Rural,No,No,Neurology,No,1998
Hospital 3049,116,34,17,Rural,No,No,Oncology,No,1959
Hospital 3050,145,45,17,Rural,No,No,Orthopedics,No,1950
Hospital 3051,317,27,76,Rural,Yes,No,Oncology,No,2004
Hospital 3052,30,14,46,Urban,Yes,Yes,Orthopedics,Yes,2004
Hospital 3053,487,2,40,Rural,No,Yes,Orthopedics,Yes,2011
Hospital 3054,50,89,0,Urban,No,No,General,Yes,2019
Hospital 3055,348,16,14,Urban,Yes,Yes,Oncology,Yes,1984
Hospital 3056,31,35,68,Urban,No,No,Cardiology,Yes,1991
Hospital 3057,207,93,71,Rural,Yes,No,Neurology,No,1971
Hospital 3058,65,55,41,Rural,No,No,Orthopedics,No,2021
Hospital 3059,146,98,44,Urban,Yes,No,Cardiology,Yes,2023
Hospital 3060,226,84,65,Rural,No,No,Oncology,No,1992
Hospital 3061,440,9,8,Urban,Yes,Yes,General,Yes,1960
Hospital 3062,258,82,48,Rural,No,Yes,Orthopedics,Yes,2007
Hospital 3063,404,13,3,Urban,No,Yes,Orthopedics,No,1955
Hospital 3064,433,71,39,Urban,Yes,No,Neurology,Yes,1969
Hospital 3065,111,20,34,Rural,No,No,Neurology,Yes,1972
Hospital 3066,56,90,94,Rural,No,Yes,Orthopedics,Yes,1993
Hospital 3067,192,1,87,Urban,Yes,No,Cardiology,No,1967
Hospital 3068,115,33,95,Urban,Yes,Yes,None,Yes,1989
Hospital 3069,314,9,97,Urban,Yes,No,General,Yes,1998
Hospital 3070,450,39,93,Rural,Yes,Yes,Orthopedics,Yes,1965
Hospital 3071,490,34,45,Rural,Yes,No,Cardiology,Yes,2017
Hospital 3072,24,66,68,Rural,Yes,No,Neurology,Yes,2017
Hospital 3073,187,75,31,Rural,No,Yes,Oncology,No,2001
Hospital 3074,267,15,82,Rural,No,No,Neurology,No,1964
Hospital 3075,35,54,25,Urban,No,No,Orthopedics,Yes,1989
Hospital 3076,267,87,47,Urban,No,Yes,Neurology,No,2000
Hospital 3077,323,76,10,Rural,Yes,Yes,General,No,1968
Hospital 3078,429,11,64,Urban,Yes,No,Neurology,Yes,1955
Hospital 3079,127,65,59,Rural,Yes,Yes,Oncology,Yes,1950
Hospital 3080,172,59,26,Rural,No,No,General,No,2017
Hospital 3081,436,16,94,Urban,Yes,No,Orthopedics,Yes,1972
Hospital 3082,41,76,99,Urban,Yes,Yes,Cardiology,No,2005
Hospital 3083,469,31,7,Rural,No,Yes,Oncology,Yes,2013
Hospital 3084,205,8,10,Urban,Yes,Yes,Oncology,No,1999
Hospital 3085,244,4,85,Rural,No,No,Neurology,No,1970
Hospital 3086,249,91,7,Urban,No,Yes,Cardiology,Yes,1986
Hospital 3087,255,25,97,Urban,No,No,None,Yes,1969
Hospital 3088,145,8,39,Rural,No,Yes,Neurology,No,1999
Hospital 3089,147,26,62,Rural,No,Yes,Oncology,Yes,2023
Hospital 3090,65,2,45,Urban,No,Yes,Oncology,Yes,2022
Hospital 3091,323,81,50,Rural,No,No,Orthopedics,No,2006
Hospital 3092,269,4,71,Rural,No,Yes,Orthopedics,Yes,2007
Hospital 3093,280,1,22,Urban,Yes,Yes,Neurology,Yes,1995
Hospital 3094,357,82,8,Urban,No,No,Oncology,No,1962
Hospital 3095,45,42,33,Urban,No,No,None,Yes,2011
Hospital 3096,46,62,82,Rural,No,No,Neurology,No,2016
Hospital 3097,240,59,24,Rural,Yes,No,Neurology,No,1956
Hospital 3098,337,93,72,Rural,Yes,Yes,None,Yes,1996
Hospital 3099,156,74,2,Urban,Yes,No,None,No,2019
Hospital 3100,415,43,22,Urban,No,Yes,Oncology,No,1994
Hospital 3101,146,28,57,Urban,No,No,None,Yes,1972
Hospital 3102,88,9,31,Rural,Yes,No,General,Yes,1984
Hospital 3103,266,69,57,Rural,No,Yes,Cardiology,Yes,1958
Hospital 3104,390,55,2,Urban,No,Yes,Oncology,Yes,1952
Hospital 3105,409,19,40,Urban,Yes,No,Orthopedics,No,1956
Hospital 3106,372,82,22,Rural,No,Yes,Neurology,No,1971
Hospital 3107,500,48,17,Urban,No,Yes,Neurology,Yes,1994
Hospital 3108,138,80,56,Rural,No,No,None,Yes,1998
Hospital 3109,349,1,87,Urban,No,Yes,General,No,1996
Hospital 3110,354,57,20,Urban,No,Yes,General,Yes,1977
Hospital 3111,360,20,66,Rural,Yes,Yes,None,Yes,1968
Hospital 3112,455,57,49,Urban,Yes,Yes,None,No,2001
Hospital 3113,287,62,8,Urban,Yes,No,Cardiology,Yes,2016
Hospital 3114,324,18,70,Rural,No,Yes,Neurology,Yes,2021
Hospital 3115,360,23,0,Urban,No,No,General,No,1989
Hospital 3116,294,1,21,Urban,No,Yes,None,No,2016
Hospital 3117,103,73,14,Rural,Yes,Yes,General,No,1996
Hospital 3118,25,21,66,Rural,No,Yes,Oncology,No,1972
Hospital 3119,124,94,5,Urban,Yes,No,Cardiology,No,1953
Hospital 3120,221,75,7,Urban,No,No,None,Yes,1989
Hospital 3121,427,64,34,Urban,No,No,General,No,1995
Hospital 3122,269,15,90,Rural,No,No,General,Yes,2003
Hospital 3123,407,12,4,Urban,No,No,Cardiology,No,2018
Hospital 3124,253,98,9,Rural,No,Yes,Neurology,No,1993
Hospital 3125,329,41,24,Rural,Yes,No,Cardiology,Yes,1990
Hospital 3126,336,71,35,Urban,No,Yes,Neurology,No,2011
Hospital 3127,386,55,72,Urban,Yes,Yes,None,Yes,1979
Hospital 3128,398,89,35,Rural,No,Yes,Neurology,No,1965
Hospital 3129,238,7,30,Rural,No,Yes,None,No,1966
Hospital 3130,217,17,60,Urban,Yes,No,Neurology,No,1986
Hospital 3131,492,70,40,Urban,No,No,Orthopedics,Yes,2009
Hospital 3132,150,86,78,Urban,No,No,Oncology,No,1967
Hospital 3133,493,78,53,Urban,No,Yes,Neurology,Yes,1971
Hospital 3134,279,47,25,Urban,No,No,Orthopedics,No,2010
Hospital 3135,20,0,52,Urban,Yes,No,Oncology,Yes,2004
Hospital 3136,360,31,56,Urban,Yes,Yes,Neurology,No,1995
Hospital 3137,442,42,2,Rural,Yes,Yes,Oncology,No,1973
Hospital 3138,417,46,3,Rural,No,Yes,General,Yes,1958
Hospital 3139,274,39,86,Urban,Yes,Yes,Orthopedics,No,1965
